System Time:,Simulation Time:,VegetableType:,CurrentNumber:,
19:44:13,7224.615,Grain,183,
19:44:16,7234.693,Grain,184,
19:44:20,7244.828,Grain,185,
19:44:23,7254.921,Grain,186,
19:44:27,7264.975,Grain,187,
19:44:30,7275.076,Grain,188,
19:44:33,7285.12,Grain,189,
19:44:37,7295.184,Grain,190,
19:44:40,7305.265,Grain,190,
19:44:43,7315.444,Grain,191,
19:44:47,7325.512,Grain,192,
19:44:50,7335.604,Grain,192,
19:44:54,7345.61,Grain,192,
19:44:57,7355.799,Grain,193,
19:45:0,7365.965,Grain,194,
19:45:4,7375.966,Grain,195,
19:45:7,7385.996,Grain,196,
19:45:10,7396.097,Grain,197,
19:45:14,7406.103,Grain,197,
19:45:17,7416.187,Grain,198,
19:45:21,7426.372,Grain,199,
19:45:24,7436.521,Grain,200,
19:45:27,7446.545,Grain,201,
19:45:31,7456.762,Grain,201,
19:45:34,7466.9,Grain,200,
19:45:38,7476.994,Grain,201,
19:45:41,7487.135,Grain,201,
19:45:44,7497.229,Grain,201,
19:45:48,7507.311,Grain,200,
19:45:51,7517.441,Grain,200,
19:45:54,7527.471,Grain,201,
19:45:58,7537.514,Grain,200,
19:46:1,7547.662,Grain,200,
19:46:4,7557.7,Grain,201,
19:46:8,7567.778,Grain,201,
19:46:11,7577.849,Grain,200,
19:46:15,7587.93,Grain,201,
19:46:18,7598.055,Grain,201,
19:46:21,7608.082,Grain,201,
19:46:25,7618.153,Grain,199,
19:46:28,7628.247,Grain,200,
19:46:32,7638.393,Grain,200,
19:46:35,7648.474,Grain,201,
19:46:38,7658.624,Grain,201,
19:46:42,7668.709,Grain,201,
19:46:45,7678.818,Grain,200,
19:46:48,7688.849,Grain,200,
19:46:52,7698.921,Grain,201,
19:46:55,7708.972,Grain,199,
19:46:58,7719.118,Grain,198,
19:47:2,7729.242,Grain,197,
19:47:5,7739.302,Grain,198,
19:47:9,7749.338,Grain,196,
19:47:12,7759.458,Grain,196,
